pmid,abstract_text
11238657,"Increasing evidence suggests that a continuous release of histamine from mast cells occurs in the airways of asthmatic patients and that histamine may modulate functions of other inflammatory cells such as macrophages. In the present study histamine (10(-9)-10(-6) M) increased in a concentration-dependent fashion the basal release of beta-glucuronidase (EC(50) = 8.2 +/- 3.5 x 10(-9) M) and IL-6 (EC(50) = 9.3 +/- 2.9 x 10(-8) M) from human lung macrophages. Enhancement of beta-glucuronidase release induced by histamine was evident after 30 min and peaked at 90 min, whereas that of IL-6 required 2-6 h of incubation. These effects were reproduced by the H(1) agonist (6-[2-(4-imidazolyl)ethylamino]-N-(4-trifluoromethylphenyl)heptane carboxamide but not by the H(2) agonist dimaprit. Furthermore, histamine induced a concentration-dependent increase of intracellular Ca(2+) concentrations ([Ca(2+)](i)) that followed three types of response, one characterized by a rapid increase, a second in which [Ca(2+)](i) displays a slow but progressive increase, and a third characterized by an oscillatory pattern. Histamine-induced beta-glucuronidase and IL-6 release and [Ca(2+)](i) elevation were inhibited by the selective H(1) antagonist fexofenadine (10(-7)-10(-4) M), but not by the H(2) antagonist ranitidine. Inhibition of histamine-induced beta-glucuronidase and IL-6 release by fexofenadine was concentration dependent and displayed the characteristics of a competitive antagonism (K(d) = 89 nM). These data demonstrate that histamine induces exocytosis and IL-6 production from human macrophages by activating H(1) receptor and by increasing [Ca(2+)](i) and they suggest that histamine may play a relevant role in the long-term sustainment of allergic inflammation in the airways."
11279676,"BACKGROUND: Elective caesarean delivery for women in preterm labour might reduce the chances of fetal or neonatal death, but it might also increase the risk of maternal morbidity. OBJECTIVES: To assess the effects of a policy of elective caesarean delivery versus selective caesarean delivery for women in preterm labour. SEARCH STRATEGY: The Cochrane Pregnancy and Childbirth Group trials register was searched. Date of last search: September 2000. SELECTION CRITERIA: Randomised trials comparing a policy of elective caesarean delivery versus expectant management with recourse to caesarean section. DATA COLLECTION AND ANALYSIS: One reviewer assessed eligibility and trial quality, and both contributed to the update. MAIN RESULTS: Six studies involving 122 women were included. All trials reported recruiting difficulties. No significant differences between elective and selective policies for caesarean delivery were found for fetal, neonatal or maternal outcomes. REVIEWER'S CONCLUSIONS: There is not enough evidence to evaluate the use of a policy for elective caesarean delivery for small babies. Randomised trials in this area are likely to continue to experience recruitment problems. However, it still may be possible to investigate elective caesarean delivery in preterm babies with cephalic presentations."
11243089,"Pavement dwelling is likely to aggravate malnutrition among its residents due to extreme poverty, lack of dwelling and access to food and their exposure to polluted environment. Paucity of information about nutritional status of street children compared to that among urban slum dwellers, squatters or rural/tribal population is quite evident. The present study revealed the magnitude of Protein Energy Malnutrition (PEM) and few associated factors among a sample of 435 underfives belonging to pavement dweller families and selected randomly from clusters of such families, from each of the five geographical sectors of Calcutta city. Overall prevalence of PEM was found almost similar (about 70%) to that among other 'urban poor' children viz. slum dwellers etc., but about 16% of them were found severely undernourished (Grade III & V of IAP classification of PEM). About 35% and 70% of street dweller children had wasting and stunting respectively. Severe PEM (Grade III & IV) was more prevalent among 12-23 months old, girl child, those belonged to illiterate parents and housewife mothers rather than wage earners. It also did increase with increase of birth rate of decrease of birth interval."
11406024,"BACKGROUND: Mental health problems are common, and there is evidence from a range of studies to suggest that a number of factors relating to maternal psychosocial health can have a significant effect on the mother-infant relationship, and that this can have consequences for both the short and long-term psychological health of the child. The use of parenting programmes is increasing in the UK and evidence of their effectiveness in improving outcomes for mothers is now required. OBJECTIVES: The objective of this review is to address whether group-based parenting programmes are effective in improving maternal psychosocial health including anxiety, depression, and self-esteem. SEARCH STRATEGY: A range of biomedical, social science, educational and general reference electronic databases were searched including MEDLINE, EMBASE CINAHL, PsychLIT, ERIC, ASSIA, Sociofile and the Social Science Citation Index. Other sources of information included the Cochrane Library (SPECTR, CENTRAL), and the National Research Register (NRR). SELECTION CRITERIA: Only randomised controlled trials were included in which participants had been randomly allocated to an experimental and a control group, the latter being either a waiting-list, no-treatment or a placebo control group. Studies had to include at least one group-based parenting programme, and one standardised instrument measuring maternal psychosocial health. DATA COLLECTION AND ANALYSIS: A systematic critical appraisal of all included studies was undertaken using a modified version of the Journal of the American Medical Association (JAMA) published criteria. The treatment effect for each outcome in each study was standardised by dividing the mean difference in post-intervention scores for the intervention and treatment group, by the pooled standard deviation, to produce an effect size. Where appropriate the results were then combined in a meta-analysis using a fixed-effect model, and 95% confidence intervals were used to assess the significance of the findings. MAIN RESULTS: A total of 23 studies were included in the review but only 17 provided sufficient data to calculate effect sizes. The 17 studies provided a total of 59 assessments of outcome on a range of aspects of psychosocial functioning including depression, anxiety, stress, self-esteem, social competence, social support, guilt, mood, automatic thoughts, dyadic adjustment, psychiatric morbidity, irrationality, anger and aggression, mood, attitude, personality, and beliefs. There was only sufficient data, however, on five outcomes (depression; anxiety/stress; self-esteem; social support; and relationship with spouse/marital adjustment) to combine the results in a meta-analysis. The meta-analyses show statistically significant results favouring the intervention group as regards depression; anxiety/stress; self-esteem; and relationship with spouse/marital adjustment. The meta-analysis of the social support data, however, showed no evidence of effectiveness. These results suggest that parenting programmes, irrespective of the type (or content) of programme, can be effective in improving important aspects of maternal psycho-social functioning. Of the data summarising the effectiveness of the different types of parenting programmes, which it was not possible to combine in a meta-analysis, approximately 22% of the outcomes measured, showed significant differences between the intervention group and the control group. A further 40% showed medium to large non-significant differences favouring the intervention group. Approximately one-third of outcomes showed small non-significant differences or no evidence of effectiveness. A meta-analysis of the follow-up data on three outcomes was also conducted - depression, self-esteem and relationship with spouse/marital adjustment. The results show that there was a continued improvement in self-esteem, depression and marital adjustment at follow-up, although the latter two findings were not statistically significant. REVIEWER'S CONCLUSIONS: It is suggested that parenting programmes can make a significant contribution to short-term psychosocial health in mothers, and that the limited follow-up data available suggest that these are maintained over time. However, the overall paucity of long-term follow-up data points to the need for further evidence concerning the long-term effectiveness of parenting programmes on maternal mental health. Furthermore, it is suggested that some caution should be exercised before the results are generalised to parents irrespective of the level of pathology present, and that further research is still required."
11441930,"Increasingly more aggressive chemotherapy together with expected small differences between treatments with respect to objective endpoints has heightened awareness about the importance of addressing how patients experience and value the impact that treatment has had on their overall life situation. Assessment of a patient's quality of life (QoL) is now conceptually viewed as an important complement to traditional objective evaluation measures. It was therefore considered important to review the basis for the assessment of this endpoint when The Swedish Council of Technology Assessment in Health Care (SBU) performed a systematic overview of chemotherapy effects in several tumour types. The group came to the following conclusions: QoL assessments, mostly by patient self-reporting in questionnaires, have come increasingly into use during the past decade. A number of general, cancer-specific and cancer diagnosis-specific instruments have been developed. There is at present little need for development of new cancer instruments, although specific treatment modalities and tumour types may need new additional modules. A predefined hypothesis should determine the instrument to be used. Since the selection of a QoL instrument in a specific study influences both the results and the conclusions, it is essential to carefully select the instrument or instruments that have the greatest likelihood of identifying relevant differences between treatment alternatives. Interpretation of QoL data is more difficult than interpretation of objective endpoints such as survival time, objective response rates or toxicity. Despite these difficulties, QoL analyses have provided new insights into the advantages and disadvantages of various treatments not provided by traditional end-points. Some palliative treatments seemingly increase patients' QoL despite side-effects or the lack of, or marginal, increases in survival. When using potentially curative chemotherapy, it is not a matter of when the treatment should be started, but rather when it should be concluded. When using less active chemotherapy, the expected small therapeutic gains must be weighed against the QoL costs of using the therapy: does the toxicity and/or the inconvenience of the proposed treatment justify the expected gain? When it is found that the strain on the patient is greater than the effects of the cancer, treatment must be discontinued. It is not possible to determine whether or not the advantages of palliative chemotherapy are worth their costs without knowledge about patients' personal values regarding the influence on factors of relevance for QoL. The mostly used QoL questionnaires do not consider individual preferences, which therefore need to be addressed in the dialogue with the patient. QoL assessment is clearly in need of further methodological improvement before this endpoint can be regarded as fully established with respect to ability to provide unequivocally useful data in clinical trials. The multitude of questionnaires, missing data, lack of pre-study hypotheses of relevant differences between treatments and data multiplicity giving a risk for chance findings are examples of serious methodological problems. Patient response-shifts over time further complicate the interpretation of the data. Thus, QoL data, also from seemingly well-performed clinical trials, have to be interpreted cautiously. The international development during recent years has aimed at creating increased standardization of QoL measures. This has created greater possibilities to compare results from different trials. Hopefully, this also implies that it will be possible to draw firmer conclusions from QoL measurements in recently completed or ongoing trials than has been the case previously. QoL assessments are resource demanding even when short standardized questionnaires are used. Since cancer patients also generally give priority to anticancer effects over toxicity and convenience, QoL assessments in clinical trials are motivated mainly in study settings comparing treatments without expected major differences of outcome in objective endpoints."
11442735,"AIM: In the present 6-month multicentre trial, the outcome of 2 different approaches to non-surgical treatment of chronic periodontitis, both involving the use of a locally delivered controlled-release doxycycline, was evaluated. MATERIAL AND METHODS: 105 adult patients with moderately advanced chronic periodontitis from 3 centres participated in the trial. Each patient had to present with at least 8 periodontal sites in 2 jaw quadrants with a probing pocket depth (PPD) of > or =5 mm and bleeding following pocket probing (BoP), out of which at least 2 sites had to be > or =7 mm and a further 2 sites > or =6 mm. Following a baseline examination, including assessments of plaque, PPD, clinical attachment level (CAL) and BoP, careful instruction in oral hygiene was given. The patients were then randomly assigned to one of two treatment groups: scaling/root planing (SRP) with local analgesia or debridement (supra- and subgingival ultrasonic instrumentation without analgesia). The \"SRP\" group received a single episode of full-mouth supra-/subgingival scaling and root planing under local analgesia. In addition, at a 3-month recall visit, a full-mouth supra-/subgingival debridement using ultrasonic instrumentation was provided. This was followed by subgingival application of an 8.5% w/w doxycycline polymer at sites with a remaining PPD of > or =5 mm. The patients of the \"debridement\" group were initially subjected to a 45-minute full-mouth debridement with the use of an ultrasonic instrument and without administration of local analgesia, and followed by application of doxycycline in sites with a PPD of > or =5 mm. At month 3, sites with a remaining PPD of > or =5 mm were subjected to scaling and root planing. Clinical re-examinations were performed at 3 and 6 months. RESULTS: At 3 months, the proportion of sites showing PPD of < or =4 mm was significantly higher in the \"debridement\" group than in the \"SRP\" group (58% versus 50%; p<0.05). The CAL gain at 3 months amounted to 0.8 mm in the \"debridement\" group and 0.5 mm in the \"SRP\" group (p=0.064). The proportion of sites demonstrating a clinically significant CAL gain (> or =2 mm) was higher in the \"debridement\" group than in the \"SRP\" group (38% versus 30%; p<0.05). At the 6-month examination, no statistically significant differences in PPD or CAL were found between the two treatment groups. BoP was significantly lower for the \"debridement\" group than for the \"SRP\" group (p<0.001) both at 3- and 6 months. The mean total treatment time (baseline and 3-month) for the \"SRP\" patients was 3:11 h, compared to 2:00 h for the patients in the \"debridement\" group (p<0.001). CONCLUSION: The results indicate that simplified subgingival instrumentation combined with local application of doxycycline in deep periodontal sites can be considered as a justified approach for non-surgical treatment of chronic periodontitis."
11237011,"The human genome holds an extraordinary trove of information about human development, physiology, medicine and evolution. Here we report the results of an international collaboration to produce and make freely available a draft sequence of the human genome. We also present an initial analysis of the data, describing some of the insights that can be gleaned from the sequence."
11488864,"Textured implant surfaces are thought to enhance endosseous integration. Torque removal forces have been used as a biomechanical measure of anchorage, or endosseous integration, in which the greater forces required to remove implants may be interpreted as an increase in the strength of bony integration. The purpose of this study was to compare the torque resistance to removal of screw-shaped titanium implants having a dual acid-etched surface (Osseotite) with implants having either a machined surface, or a titanium plasma spray surface that exhibited a significantly more complex surface topography. Three custom screw-shaped implant types - machined, dual acid-etched (DAE), and titanium plasma sprayed (TPS) - were used in this study. Each implant surface was characterized by scanning electron microscopy and optical profilometry. One DAE implant was placed into each distal femur of eighteen adult New Zealand White rabbits along with one of the other implant types. Thus, each rabbit received two DAE implants and one each of the machined, or TPS, implants. All implants measured 3.25 mm in diameter x 4.00 mm in length without holes, grooves or slots to resist rotation. Eighteen rabbits were used for reverse torque measurements. Groups of six rabbits were sacrificed following one, two and three month healing periods. Implants were removed by reverse torque rotation with a digital torque-measuring device. Three implants with the machined surface preparation failed to achieve endosseous integration. All other implants were anchored by bone. Mean torque values for machined, DAE and TPS implants at one, two and three months were 6.00+/-0.64 N-cm, 9.07+/-0.67 N-cm and 6.73+/-0.95 N-cm; 21.86+/-1.37 N-cm, 27.63+/-3.41 N-cm and 27.40+/-3.89 N-cm; and 27.48+/-1.61 N-cm, 44.28+/-4.53 N-cm and 59.23+/-3.88 N-cm, respectively. Clearly, at the earliest time point the stability of DAE implants was comparable to that of TPS implants, while that of the machined implants was an order of magnitude lower. The TPS implants increased resistance to reverse torque removal over the three-month period. The results of this study confirm our previous results that demonstrated enhanced bony anchorage to dual acid-etched implants as compared to machined implants. Furthermore, the present results indicate that dual acid etching of titanium enhances early endosseous integration to a level which is comparable to that achieved by the topographically more complex TPS surfaces."
11473127,"We have used the highly selective alpha(4)beta(1) inhibitor 2S-[(1-benzenesulfonyl-pyrrolidine-2S-carbonyl)-amino]-4-[4-methyl-2S-(methyl-[2-[4-(3-o-tolyl-ureido)-phenyl]-acetyl]-amino)-pentanoylamino]-butyric acid (BIO7662) as a model ligand to study alpha(4)beta(1) integrin-ligand interactions on Jurkat cells. Binding of [(35)S]BIO7662 to Jurkat cells was dependent on the presence of divalent cations and could be blocked by treatment with an excess of unlabeled inhibitor or with EDTA. K(D) values for the binding of BIO7662 to Mn(2+)-activated alpha(4)beta(1) and to the nonactivated state of the integrin that exists in 1 mm Mg(2+), 1 mm Ca(2+) were <10 pm, indicating that it has a high affinity for both activated and nonactivated integrin. No binding was observed on alpha(4)beta(1) negative cells. Through an analysis of the metal ion dependences of ligand binding, several unexpected findings about alpha(4)beta(1) function were made. First, we observed that Ca(2+) binding to alpha(4)beta(1) was stimulated by the addition of BIO7662. From solution binding studies on purified alpha(4)beta(1), two types of Ca(2+)-binding sites were identified, one dependent upon and the other independent of BIO7662 binding. Second, we observed that the metal ion dependence of ligand binding was affected by the affinity of the ligand for alpha(4)beta(1). ED(50) values for the metal ion dependence of the binding of BIO7762 and the binding of a lower affinity ligand, BIO1211, differed by 2-fold for Mn(2+), 30-fold for Mg(2+), and >1000-fold for Ca(2+). Low Ca(2+) (ED(50) = 5-10 microm) stimulated the binding of BIO7662 to alpha(4)beta(1). The effects of microm Ca(2+) closely resembled the effects of Mn(2+) on alpha(4)beta(1) function. Third, we observed that the rate of BIO7662 binding was dependent on the metal ion concentration and that the ED(50) for the metal ion dependence of BIO7662 binding was affected by the concentration of the BIO7662. These studies point to an even more complex interplay between metal ion and ligand binding than previously appreciated and provide evidence for a three-component coupled equilibrium model for metal ion-dependent binding of ligands to alpha(4)beta(1)."
11488868,"Porous beta-phase tricalcium phosphate particles (pTCP) (Cerasorb) were used in two patients to restore or augment alveolar bone prior to the placement of dental implants. In one patient, pTCP was used to fill a large alveolar defect in the posterior mandible after the removal of a residual cyst, and in another patient to augment the sinus floor. Biopsies were taken at the time of implant placement, 9.5 and 8 months after grafting, respectively, and processed for hard tissue histology. Goldner-stained histological sections showed considerable replacement of the bone substitute by bone and bone marrow. In the 9.5 months biopsy of the mandible, 34% of the biopsy consisted of mineralised bone tissue and 29% of remaining pTCP, while the biopsy at 8 months after sinus floor augmentation consisted of 20% mineralised bone and 44% remaining pTCP. Bone and osteoid were lying in close contact with the remaining pTCP and were also seen within the micropores of the grafted particles. Tartrate resistant-acid phosphatase (TRAP) multinuclear cells, presumably osteoclasts, were found surrounding, within and in close contact with the pTCP particles, suggesting active resorption of the bone substitute. Remodelling of immature woven bone into mature lamellar bone was also found. No histological signs of inflammation were detected. The limited data presented from these two cases suggest that this graft material, possibly by virtue of its porosity and chemical nature, may be a suitable bone substitute that can biodegrade and be replaced by new mineralising bone tissue."
11520209,"This paper describes the synthesis of a series of azo compounds able to deliver 5-aminosalicylic acid (5-ASA) and a potent platelet activating factor (PAF) antagonist in a colon-specific manner for the purpose of treating ulcerative colitis. We found it possible to add an amino group on the aromatic moiety of our reported 1-[(1-acyl-4-piperidyl)methyl]-1H-2-methylimidazo[4,5-c]pyridine derivatives or on British Biotech compounds BB-882 and BB-823 maintaining a high level of activity as PAF antagonist. A selected compound UR-12715 (49c) showed an IC(50) of 8 nM in the in vitro PAF-induced aggregation assay, and an ID(50) of 29 microg/kg in the in vivo PAF-induced hypotension test in normotensive rats. Through attachment of 49c to the 5-ASA via azo functionality we obtained UR-12746 (70). Pharmacokinetics experiments with [14C]-70 allow us to reach the following conclusions, critical in the design of these new prodrugs of 5-ASA. Neither the whole molecule 70 nor the carrier 49c were absorbed after oral administration of [14C]-70 in rat as was demonstrated by the absence of plasma levels of radioactivity and the high recovery of it in feces. Effective cleavage of azo bond (84%) by microflora in the colon is achieved. These facts ensure high topical concentrations of 5-ASA and 49c in the colon. Additionally, 70 exhibited a potent anticolitic effect in the trinitrobenzenesulfonic acid-induced colitis model in the rat. This profile suggests that UR-12746 (70) provides an attractive new approach to the treatment of ulcerative colitis."
11524736,"Marfan syndrome (MFS), an autosomal dominant disorder of the extracellular matrix, is due to mutations in fibrillin-1 (FBN1) gene. Investigations carried out in the last decade, unveiled the unpredictability of the site of the mutation, which could be anywhere in the gene. FBN1 mutations have been reported in a spectrum of diseases related to MFS, with no clear evidence for a phenotype-genotype correlation. In this paper we analysed 10 British patients affected by MFS and we were able to characterise five novel missense mutations (C474W, C1402Y, G1987R, C2153Y, G2536R), one novel frameshift mutation (7926delC), one already described mutation (P1424A) and one FBN1 variant (P1148A) classified as a polymorphism in the Asian population. Four out of the five novel missense mutations involved either cysteines or an amino acid conserved in the domain structure. The mutation yield in this study is calculated at 80.0% (8/10), thus indicating that SSCA is a reliable and cost-effective technique for the screening of such a large gene. Our results suggest that this method is reliable to search for FBN1 mutations and that FBN1 screening could be a helpful tool to confirm and possibly anticipate the clinical diagnosis in familial cases. Hum Mutat 18:251, 2001."
11537092,"Calcium has been implicated as a key component in the signal transduction process of root gravitropism. We measured cytoplasmic free calcium in protoplasts isolated from the elongation zone and cap of primary roots of light-grown, vertically oriented seedlings of Zea mays L. Protoplasts were loaded with the penta-potassium salts of fura-2 and indo-1 by incubation in acidic solutions of these calcium indicators. Loading increased with decreasing pH but the pH dependence was stronger for indo-1 than for fura-2. In the case of fura-2, loading was enhanced only at the lowest pH (4.5) tested. Dyes loaded in this manner were distributed predominantly in the cytoplasm as indicated by fluorescence patterns. As an alternative method of loading, protoplasts were incubated with the acetoxymethylesters of fura-2 and indo-1. Protoplasts loaded by this method exhibited fluorescence both in the cytoplasm and in association with various organelles. Cytoplasmic calcium levels measured using spectrofluorometry, were found to be 160 +/- 40 nM and 257 +/- 27 nM, respectively, in populations of protoplasts from the root cap and elongation zone. Cytoplasmic free calcium did not increase upon addition of calcium to the incubation medium, indicating that the passive permeability to calcium was low."
11543891,"The genetic profile of Palestinians has, for the first time, been studied by using human leukocyte antigen (HLA) gene variability and haplotypes. The comparison with other Mediterranean populations by using neighbor-joining dendrograms and correspondence analyses reveal that Palestinians are genetically very close to Jews and other Middle East populations, including Turks (Anatolians), Lebanese, Egyptians, Armenians, and Iranians. Archaeologic and genetic data support that both Jews and Palestinians came from the ancient Canaanites, who extensively mixed with Egyptians, Mesopotamian, and Anatolian peoples in ancient times. Thus, Palestinian-Jewish rivalry is based in cultural and religious, but not in genetic, differences. The relatively close relatedness of both Jews and Palestinians to western Mediterranean populations reflects the continuous circum-Mediterranean cultural and gene flow that have occurred in prehistoric and historic times. This flow overtly contradicts the demic diffusion model of western Mediterranean populations substitution by agriculturalists coming from the Middle East in the Mesolithic-Neolithic transition."
11567133,"The eruptions of andesite volcanoes are explosively catastrophic and notoriously difficult to predict. Yet changes in shear waveforms observed after an eruption of Mount Ruapehu, New Zealand, suggest that forces generated by such volcanoes are powerful and dynamic enough to locally overprint the regional stress regime, which suggests a new method of monitoring volcanoes for future eruptions. These results show a change in shear-wave polarization with time and are interpreted as being due to a localized stress regime caused by the volcano, with a release in pressure after the eruption."
11580607,"The scaling properties of the maximal height of a growing self-affine surface with a lateral extent L are considered. In the late-time regime its value measured relative to the evolving average height scales like the roughness: h*(L) approximately L alpha. For large values its distribution obeys logP(h*(L)) approximately (-)A(h*(L)/L(alpha))(a). In the early-time regime where the roughness grows as t(beta), we find h*(L) approximately t(beta)[lnL-(beta/alpha)lnt+C](1/b), where either b = a or b is the corresponding exponent of the velocity distribution. These properties are derived from scaling and extreme-value arguments. They are corroborated by numerical simulations and supported by exact results for surfaces in 1D with the asymptotic behavior of a Brownian path."
11583040,"Natural impacts in which the projectile strikes the target vertically are virtually nonexistent. Nevertheless, our inherent drive to simplify nature often causes us to suppose most impacts are nearly vertical. Recent theoretical, observational, and experimental work is improving this situation, but even with the current wealth of studies on impact cratering, the effect of impact angle on the final crater is not well understood. Although craters' rims may appear circular down to low impact angles, the distribution of ejecta around the crater is more sensitive to the angle of impact and currently serves as the best guide to obliquity of impacts. Experimental studies established that crater dimensions depend only on the vertical component of the impact velocity. The shock wave generated by the impact weakens with decreasing impact angle. As a result, melting and vaporization depend on impact angle; however, these processes do not seem to depend on the vertical component of the velocity alone. Finally, obliquity influences the fate of the projectile: in particular, the amount and velocity of ricochet are a strong function of impact angle."
11731716,"The search for ideal drugs to improve patient care requires applications of modern scientific methods to both discovery and development. Using these modern methods, the pharmaceutical industry with strong academic and government collaboration has introduced in the last 25 years many new drugs that approach the ideal. After reviewing Björnsson's classification of drug action and the notion of contributory causality, this commentary defines an ideal drug from the perspectives of pharmacodynamics, pharmacokinetics, and therapeutics. Examples of new drugs for hypertension, heart disease, stroke, osteoporosis, asthma, ulcer, and migraine headaches are described. Finally, the profound implications of progress in developing ideal drugs not only for the patient but also for the academic, educational, and regulatory establishments are briefly reviewed."
11748851,"Marfan syndrome (MFS), an autosomal dominant disorder of the extracellular matrix, is due to mutations in fibrillin-1 (FBN1) gene. Investigations carried out in the last decade, unveiled the unpredictability of the site of the mutation, which could be anywhere in the gene. FBN1 mutations have been reported in a spectrum of diseases related to MFS, with no clear evidence for a phenotype-genotype correlation. In this paper we analysed 10 British patients affected by MFS and we were able to characterise five novel missense mutations (C474W, C1402Y, G1987R, C2153Y, G2536R), one novel frameshift mutation (7926delC), one already described mutation (P1424A) and one FBN1 variant (P1148A) classified as a polymorphism in the Asian population. Four out of the five novel missense mutations involved either cysteines or an amino acid conserved in the domain structure. The mutation yield in this study is calculated at 80.0% (8/10), thus indicating that SSCA is a reliable and cost-effective technique for the screening of such a large gene. Our results suggest that this method is reliable to search for FBN1 mutations and that FBN1 screening could be a helpful tool to confirm and possibly anticipate the clinical diagnosis in familial cases."
11748856,"Germline mutations in the MLH1 and MSH2 genes, account for the majority of HNPCC families. We have screened such families from Spain by using DGGE analysis and subsequent direct sequencing techniques. In eight families we identified six novel MLH1 and two novel MSH2 mutations comprising one frame shift mutation (c.1420 del C), two missense mutations (L622H and R687W), two splice site mutations (c.1990-1 G>A and c.453+2 T>C and one nonsense mutation (K329X) in the MLH1 gene as well as two frame shift mutations (c.1979-1980 del AT and c.1704-1705 del AG) in the MSH2 gene. Our analysis contributes to the further characterization of the mutational spectrum of MLH1 and MSH2 genes in HNPCC families."
11858276,"The Phase 1 research program was unprecedented in its scope and ambitious in its objectives. The National Aeronautics and Space Administration committed to conducting a multidisciplinary long-duration research program on a platform whose capabilities were not well known, not to mention belonging to another country. For the United States, it provided the first opportunity to conduct research in a long-duration space flight environment since the Skylab program in the 1970's. Multiple technical as well as cultural challenges were successfully overcome through the dedicated efforts of a relatively small cadre of individuals. The program developed processes to successfully plan, train for and execute research in a long-duration environment, with significant differences identified from short-duration space flight science operations. Between August 1994 and June 1998, thousands of kilograms of research hardware was prepared and launched to Mir, and thousands of kilograms of hardware and data products were returned to Earth. More than 150 Principal Investigators from eight countries were involved in the program in seven major research disciplines: Advanced Technology; Earth Sciences; Fundamental Biology; Human Life Sciences; International Space Station Risk Mitigation; Microgravity; and Space Sciences. Approximately 75 long-duration investigations were completed on Mir, with additional investigations performed on the Shuttle flights that docked with Mir. The flight phase included the participation of seven US astronauts and 20 Russian cosmonauts. The successful completion of the Phase 1 research program not only resulted in high quality science return but also in numerous lessons learned to make the ISS experience more productive. The cooperation developed during the program was instrumental in its success."
11876201,"Sweet potato is one of the crops selected for NASA's Advanced Life Support Program for potential long-duration lunar/Mars missions. This article presents recipes of products made from sweet potato and determines the consumer acceptability of products containing from 6% to 20% sweet potato on a dry weight basis. These products were developed for use in nutritious and palatable meals for future space explorers. Sensory evaluation (appearance/color, aroma, texture, flavor/taste, and overall acceptability) studies were conducted to determine the consumer acceptability of vegetarian products made with sweet potato using panelists at NASA/Johnson Space Center in Houston, TX. None of these products including the controls, contained any ingredient of animal origin with the exception of sweet potato pie. A 9-point hedonic scale (9 being like extremely and 1 being dislike extremely) was used to evaluate 10 products and compare them to similar commercially available products used as controls. The products tested were pancakes, waffles, tortillas, bread, pie, pound cake, pasta, vegetable patties, doughnuts, and pretzels. All of the products were either liked moderately or liked slightly with the exception of the sweet potato vegetable patties, which were neither liked nor disliked. Mean comparisons of sensory scores of sweet potato recipes and their controls were accomplished by using the Student t-test. Because of their nutritional adequacy and consumer acceptability, these products are being recommended to NASA's Advanced Life Support Program for inclusion in a vegetarian menu plan designed for lunar/Mars space missions."
11885531,Periodontal diseases are bacterial infections. The rationale for the use of microbiological diagnostics in periodontal treatment of severe periodontitis patients is discussed as well as the use of adjunct antimicrobial therapy for the elimination of specific bacterial species.
11892742,"Recent studies on the structural composition of mammalian sperm heads have shown a congregate of unidentified proteins occupying the periphery of the mammalian sperm nucleus, forming a layer of condensed cytosol. These proteins are the perinuclear theca (PT) and can be categorized into SDS-soluble and SDS-insoluble components. The present study focused on identifying the major SDS-insoluble PT protein, which we localized to the subacrosomal layer of bovine spermatozoa and cloned by immunoscreening a bull testicular cDNA library. The isolated clones encode a protein of 122 amino acids that bears 67% similarity with histone H2B and contains a predicted histone fold motif. The novel amino terminus of the protein contains a potential bipartite nuclear targeting sequence. Hence, we identified this prominent subacrosomal component as a novel H2B variant, SubH2Bv. Northern blot analyses of SubH2Bv mRNA expression showed that it is testis-specific and is also present in murid testes. Immunocytochemical analysis showed SubH2Bv intimately associates, temporally and spatially, with acrosome formation. While the molecular features of SubH2Bv are common to nuclear proteins, it is never seen developmentally within the nucleus of the spermatid. Considering its developmental and molecular characteristics, we have postulated roles of SubH2Bv in acrosome assembly and acrosome-nuclear docking."
11966386,"OBJECTIVES: The Bethesda 2001 Workshop was convened to evaluate and update the 1991 Bethesda System terminology for reporting the results of cervical cytology. A primary objective was to develop a new approach to broaden participation in the consensus process. PARTICIPANTS: Forum groups composed of 6 to 10 individuals were responsible for developing recommendations for discussion at the workshop. Each forum group included at least 1 cytopathologist, cytotechnologist, clinician, and international representative to ensure a broad range of views and interests. More than 400 cytopathologists, cytotechnologists, histopathologists, family practitioners, gynecologists, public health physicians, epidemiologists, patient advocates, and attorneys participated in the workshop, which was convened by the National Cancer Institute and cosponsored by 44 professional societies. More than 20 countries were represented. EVIDENCE: Literature review, expert opinion, and input from an Internet bulletin board were all considered in developing recommendations. The strength of evidence of the scientific data was considered of paramount importance. CONSENSUS PROCESS: Bethesda 2001 was a year-long iterative review process. An Internet bulletin board was used for discussion of issues and drafts of recommendations. More than 1000 comments were posted to the bulletin board over the course of 6 months. The Bethesda Workshop, held April 30-May 2, 2001, was open to the public. Postworkshop recommendations were posted on the bulletin board for a last round of critical review prior to finalizing the terminology. CONCLUSIONS: Bethesda 2001 was developed with broad participation in the consensus process. The 2001 Bethesda System terminology reflects important advances in biological understanding of cervical neoplasia and cervical screening technology."
12038483,"The planned NASA sample acquisition flight missions to Mars pose several interesting planetary protection issues. In addition to the usual forward contamination procedures for the adequate protection of Mars for the sake of future missions, there are reasons to ensure that the sample is not contaminated by terrestrial microbes from the acquisition mission. Recent recommendations by the Space Studies Board (SSB) of the National Research Council (United States), would indicate that the scientific integrity of the sample is a planetary protection concern (SSB, 1997). Also, as a practical matter, a contaminated sample would interfere with the process for its release from quarantine after return for distribution to the interested scientists. These matters are discussed in terms of the first planned acquisition mission."
